InvoiceID,UsageDate,ServiceName,ResourceType,Region,Cost,UsageQuantity,LinkedAccount
INV-7505,2025-07-28,EC2,Compute,us-west-2,29.35,93.84,80514
INV-1095,2025-07-28,S3,Compute,us-west-2,7.58,6.74,58999
INV-6930,2025-07-28,EC2,Compute,eu-west-1,73.05,57.49,76260
INV-6548,2025-07-28,S3,Compute,us-west-2,16.92,14.06,43819
INV-2362,2025-07-28,EBS,Database,us-west-2,5.81,20.24,45739
INV-9920,2025-07-28,EC2,Storage,ap-south-1,20.33,16.51,47793
INV-1050,2025-07-28,S3,Storage,ap-south-1,53.8,66.55,73754
INV-6949,2025-07-28,Lambda,Networking,ap-south-1,47.52,35.95,95561
INV-8442,2025-07-28,RDS,Database,ap-south-1,48.51,39.31,29827
INV-3520,2025-07-28,S3,Networking,ap-south-1,26.23,43.97,40155
INV-6002,2025-07-28,Lambda,Networking,us-west-2,22.56,46.32,98463
INV-5899,2025-07-28,CloudFront,Database,us-east-1,58.26,74.79,54362
INV-9924,2025-07-29,CloudFront,Database,us-east-1,31.56,23.3,33850
INV-7044,2025-07-29,S3,Storage,us-east-1,32.23,38.45,71562
INV-5011,2025-07-29,S3,Database,us-east-1,86.59,90.66,16768
INV-5282,2025-07-29,ECS,Database,ap-south-1,16.64,11.78,10188
INV-8472,2025-07-29,S3,Compute,ap-south-1,33.64,62.81,67732
INV-8322,2025-07-29,Lambda,Networking,us-west-2,16.83,14.01,66277
INV-1315,2025-07-29,ECS,Networking,us-west-2,51.1,62.05,16231
INV-3604,2025-07-29,EBS,Storage,eu-west-1,106.7,89.4,12915
INV-1256,2025-07-29,ECS,Networking,ap-south-1,7.66,15.25,44011
INV-6381,2025-07-29,S3,Storage,eu-west-1,28.13,24.92,95318
INV-2178,2025-07-29,ECS,Compute,ap-south-1,3.02,3.45,89235
INV-2502,2025-07-29,RDS,Compute,ap-south-1,100.78,76.27,59073
INV-5591,2025-07-29,EC2,Storage,us-east-1,42.52,34.27,69776
INV-9568,2025-07-29,EBS,Database,ap-south-1,14.24,11.15,36815
INV-6012,2025-07-29,EC2,Compute,us-east-1,8.04,12.84,61772
INV-8002,2025-07-29,S3,Storage,ap-south-1,21.32,79.75,47170
INV-1010,2025-07-29,Lambda,Compute,ap-south-1,25.24,23.0,37515
INV-6718,2025-07-29,EC2,Storage,us-west-2,70.57,72.03,76143
INV-6580,2025-07-29,ECS,Networking,us-east-1,58.11,69.43,77593
INV-3772,2025-07-29,RDS,Database,us-west-2,13.92,25.25,89528
INV-7862,2025-07-29,CloudFront,Storage,us-west-2,24.94,18.24,65181
INV-9066,2025-07-29,EC2,Storage,us-east-1,36.85,58.38,29877
INV-5547,2025-07-29,RDS,Compute,us-west-2,65.84,46.25,65209
INV-1323,2025-07-29,EBS,Storage,ap-south-1,13.88,15.42,82973
INV-7330,2025-07-29,Lambda,Storage,us-east-1,47.43,50.64,72431
INV-5197,2025-07-29,EC2,Compute,ap-south-1,2.51,1.91,96247
INV-8509,2025-07-29,Lambda,Database,ap-south-1,81.05,93.22,52101
INV-8169,2025-07-29,CloudFront,Compute,us-east-1,96.72,69.7,84778
INV-1519,2025-07-29,CloudFront,Compute,us-east-1,19.19,70.75,49705
INV-9580,2025-07-29,Lambda,Networking,ap-south-1,53.62,57.67,14277
INV-1333,2025-07-29,EBS,Storage,eu-west-1,47.47,42.47,73726
INV-6989,2025-07-29,EC2,Networking,us-east-1,130.08,93.44,70670
INV-3952,2025-07-29,EC2,Networking,eu-west-1,9.67,45.14,64399
INV-7209,2025-07-29,CloudFront,Storage,ap-south-1,124.73,98.49,91781
INV-6681,2025-07-30,CloudFront,Networking,us-west-2,17.38,12.55,35341
INV-6555,2025-07-30,EBS,Storage,eu-west-1,69.8,87.0,60238
INV-8795,2025-07-30,RDS,Networking,us-west-2,37.19,59.17,27268
INV-3516,2025-07-30,EC2,Compute,eu-west-1,2.99,5.57,31448
INV-2202,2025-07-30,EBS,Database,us-west-2,4.55,80.31,17107
INV-6196,2025-07-30,ECS,Compute,ap-south-1,20.97,33.42,97112
INV-1137,2025-07-30,EC2,Networking,us-east-1,74.43,53.79,68009
INV-3921,2025-07-30,EBS,Storage,us-east-1,19.19,34.7,57393
INV-3062,2025-07-30,RDS,Database,ap-south-1,52.07,73.78,63500
INV-4482,2025-07-30,Lambda,Networking,eu-west-1,15.91,22.54,67734
INV-5450,2025-07-30,RDS,Compute,ap-south-1,4.33,14.17,78311
INV-9182,2025-07-30,Lambda,Networking,us-east-1,32.8,49.89,69172
INV-7059,2025-07-30,S3,Compute,eu-west-1,52.65,91.49,12331
INV-2641,2025-07-30,RDS,Compute,us-west-2,56.17,58.1,28557
INV-6533,2025-07-30,RDS,Storage,eu-west-1,1.43,1.41,68380
INV-4606,2025-07-30,ECS,Storage,eu-west-1,25.83,17.89,82977
INV-5628,2025-07-30,EC2,Networking,eu-west-1,9.74,14.95,39318
INV-2029,2025-07-30,CloudFront,Compute,ap-south-1,12.91,8.63,81289
INV-2585,2025-07-30,Lambda,Database,eu-west-1,45.91,50.27,88920
INV-3562,2025-07-30,S3,Storage,us-west-2,7.73,6.8,24969
INV-6988,2025-07-30,CloudFront,Database,ap-south-1,28.49,21.07,26825
INV-5290,2025-07-30,EBS,Networking,ap-south-1,6.72,20.59,79406
INV-3437,2025-07-30,RDS,Storage,us-east-1,2.75,3.75,45930
INV-3263,2025-07-30,RDS,Networking,ap-south-1,8.21,56.53,97011
INV-9754,2025-07-30,EC2,Networking,ap-south-1,54.87,77.58,52776
INV-2396,2025-07-30,CloudFront,Database,us-east-1,36.17,52.49,64144
INV-2862,2025-07-30,S3,Compute,eu-west-1,34.58,40.14,30715
INV-1977,2025-07-30,EC2,Storage,us-east-1,4.9,15.61,31490
INV-9499,2025-07-30,RDS,Storage,us-west-2,122.55,86.19,84808
INV-3912,2025-07-30,CloudFront,Database,ap-south-1,16.55,37.39,64774
INV-8795,2025-07-31,RDS,Networking,ap-south-1,41.41,64.44,85130
INV-1776,2025-07-31,Lambda,Storage,us-east-1,0.73,2.64,90550
INV-7976,2025-07-31,S3,Networking,eu-west-1,72.02,71.63,32661
INV-2009,2025-07-31,Lambda,Database,ap-south-1,1.04,2.81,42811
INV-1978,2025-07-31,CloudFront,Database,us-east-1,23.74,23.18,56572
INV-7304,2025-07-31,EC2,Compute,eu-west-1,0.42,2.07,40898
INV-3193,2025-07-31,CloudFront,Storage,us-east-1,24.71,80.01,29050
INV-6563,2025-07-31,RDS,Compute,eu-west-1,25.82,65.31,77370
INV-5279,2025-07-31,RDS,Networking,us-west-2,4.04,10.03,36078
INV-2094,2025-07-31,CloudFront,Database,us-east-1,93.26,72.25,78879
INV-2211,2025-07-31,Lambda,Networking,us-east-1,51.98,83.04,89842
INV-8815,2025-07-31,CloudFront,Database,ap-south-1,23.21,66.84,50179
INV-8357,2025-07-31,ECS,Compute,us-east-1,39.67,29.39,92912
INV-6030,2025-07-31,RDS,Compute,ap-south-1,0.24,1.4,69509
INV-4126,2025-07-31,EC2,Storage,us-west-2,1.85,20.87,89197
INV-1390,2025-07-31,S3,Compute,eu-west-1,16.32,18.23,20411
INV-8581,2025-07-31,S3,Compute,ap-south-1,56.73,42.2,84976
INV-5283,2025-07-31,ECS,Storage,us-east-1,44.61,81.76,98769
INV-4808,2025-07-31,ECS,Storage,eu-west-1,15.63,26.02,90581
INV-9241,2025-07-31,Lambda,Networking,eu-west-1,25.91,59.07,74209
INV-3027,2025-07-31,ECS,Compute,ap-south-1,40.2,62.45,20637
INV-2406,2025-07-31,EC2,Database,us-west-2,37.7,55.25,45209
INV-1660,2025-07-31,Lambda,Storage,us-west-2,42.07,29.52,46504
INV-6471,2025-07-31,ECS,Database,us-west-2,19.34,76.38,43372
INV-8859,2025-07-31,CloudFront,Compute,eu-west-1,65.73,86.86,38456
INV-7905,2025-07-31,EBS,Database,eu-west-1,108.24,89.47,67080
INV-7069,2025-07-31,CloudFront,Networking,us-east-1,3.52,42.58,30339
INV-9182,2025-07-31,CloudFront,Networking,us-west-2,22.5,26.94,52687
INV-1427,2025-07-31,CloudFront,Database,ap-south-1,26.87,63.38,67102
INV-7686,2025-07-31,CloudFront,Database,eu-west-1,17.67,14.02,41779
INV-7229,2025-07-31,EC2,Networking,us-east-1,79.96,98.44,19361
INV-9171,2025-07-31,ECS,Storage,eu-west-1,7.67,17.25,38596
INV-9041,2025-08-01,CloudFront,Database,eu-west-1,2.67,1.94,43880
INV-4916,2025-08-01,ECS,Storage,ap-south-1,10.51,11.86,55559
INV-5603,2025-08-01,ECS,Compute,ap-south-1,23.46,27.48,45844
INV-7367,2025-08-01,CloudFront,Compute,us-east-1,81.68,65.18,40624
INV-1186,2025-08-01,S3,Database,eu-west-1,1.37,20.72,20598
INV-5386,2025-08-01,CloudFront,Storage,us-east-1,18.66,13.77,97810
INV-6008,2025-08-01,ECS,Compute,us-west-2,80.08,87.4,72048
INV-8160,2025-08-01,RDS,Database,us-west-2,60.95,60.09,70607
INV-7958,2025-08-01,CloudFront,Storage,eu-west-1,24.24,17.62,27868
INV-4462,2025-08-01,EBS,Database,ap-south-1,25.4,41.94,29653
INV-6899,2025-08-01,S3,Networking,eu-west-1,6.13,51.94,74507
INV-8945,2025-08-01,ECS,Networking,ap-south-1,18.72,16.71,41929
INV-6520,2025-08-01,Lambda,Storage,us-east-1,7.74,8.37,27483
INV-6613,2025-08-01,S3,Networking,eu-west-1,15.12,24.61,21885
INV-8379,2025-08-01,Lambda,Compute,us-east-1,16.37,28.94,50061
INV-1428,2025-08-01,Lambda,Database,eu-west-1,34.59,71.93,48013
INV-9891,2025-08-01,EBS,Storage,eu-west-1,41.96,56.68,63671
INV-2583,2025-08-01,EBS,Database,us-east-1,93.52,66.4,22085
INV-7278,2025-08-01,CloudFront,Database,us-west-2,26.5,73.28,85745
INV-3481,2025-08-01,EC2,Storage,ap-south-1,1.39,3.22,99763
INV-5741,2025-08-01,S3,Storage,us-east-1,7.42,59.55,45061
INV-9401,2025-08-01,Lambda,Storage,us-east-1,45.49,49.69,21550
INV-5766,2025-08-01,CloudFront,Database,ap-south-1,39.11,33.49,79385
INV-5201,2025-08-01,EC2,Compute,us-west-2,1.71,10.75,91299
INV-4681,2025-08-01,RDS,Storage,ap-south-1,55.98,72.85,12414
INV-3958,2025-08-01,EBS,Storage,us-west-2,46.87,68.87,30615
INV-2274,2025-08-01,EC2,Compute,us-east-1,30.6,24.72,80855
INV-2301,2025-08-01,Lambda,Database,ap-south-1,84.54,79.96,12693
INV-3399,2025-08-01,Lambda,Storage,us-east-1,24.72,27.29,45527
INV-2831,2025-08-02,ECS,Storage,eu-west-1,6.61,36.16,34740
INV-1523,2025-08-02,Lambda,Compute,us-east-1,22.79,91.74,59732
INV-9263,2025-08-02,EC2,Networking,eu-west-1,66.21,95.03,98066
INV-7481,2025-08-02,Lambda,Networking,us-west-2,15.54,18.59,40105
INV-3595,2025-08-02,CloudFront,Networking,eu-west-1,97.06,87.31,55255
INV-9486,2025-08-02,S3,Compute,us-east-1,81.1,80.68,15279
INV-5873,2025-08-02,CloudFront,Storage,ap-south-1,88.75,69.26,90753
INV-3283,2025-08-02,CloudFront,Database,us-west-2,19.02,25.04,37682
INV-8093,2025-08-02,CloudFront,Storage,us-west-2,32.9,22.2,95612
INV-2421,2025-08-02,RDS,Networking,ap-south-1,10.12,94.41,63728
INV-3286,2025-08-02,ECS,Networking,us-east-1,98.23,70.59,87057
INV-6725,2025-08-02,CloudFront,Networking,ap-south-1,15.85,18.14,77418
INV-6155,2025-08-02,ECS,Storage,us-east-1,9.08,91.56,94484
INV-4952,2025-08-02,RDS,Storage,ap-south-1,33.57,69.77,11942
INV-2517,2025-08-02,RDS,Storage,ap-south-1,134.8,92.45,49763
INV-1370,2025-08-02,ECS,Database,eu-west-1,69.65,94.43,91462
INV-9315,2025-08-02,RDS,Networking,us-east-1,109.9,86.22,90963
INV-9039,2025-08-02,S3,Networking,us-east-1,40.04,31.98,29883
INV-5947,2025-08-02,S3,Compute,ap-south-1,3.48,3.8,10683
INV-3863,2025-08-02,Lambda,Compute,us-east-1,5.19,23.08,49977
INV-3863,2025-08-02,ECS,Database,us-west-2,8.25,7.79,15692
INV-8413,2025-08-02,Lambda,Networking,us-west-2,37.49,34.05,78766
INV-6789,2025-08-02,Lambda,Compute,us-east-1,3.36,6.63,95354
INV-4181,2025-08-02,S3,Database,eu-west-1,64.61,54.0,64375
INV-6573,2025-08-02,S3,Networking,us-west-2,30.58,31.94,69284
INV-6945,2025-08-02,Lambda,Compute,us-east-1,83.56,88.61,82918
INV-8928,2025-08-02,CloudFront,Networking,ap-south-1,2.0,23.37,40865
INV-5586,2025-08-02,EBS,Compute,us-west-2,7.03,87.02,69030
INV-5125,2025-08-02,CloudFront,Networking,us-west-2,71.47,87.48,93523
INV-2251,2025-08-03,ECS,Database,us-east-1,113.47,93.91,79021
INV-1811,2025-08-03,CloudFront,Compute,us-west-2,55.74,99.79,58667
INV-1191,2025-08-03,RDS,Networking,ap-south-1,48.56,76.74,43749
INV-3660,2025-08-03,CloudFront,Networking,us-west-2,46.11,48.04,69765
INV-7255,2025-08-03,CloudFront,Storage,ap-south-1,129.05,87.38,14505
INV-1336,2025-08-03,S3,Compute,ap-south-1,50.4,76.85,66916
INV-4072,2025-08-03,Lambda,Networking,ap-south-1,47.23,42.19,66537
INV-1207,2025-08-03,EC2,Storage,us-east-1,5.03,23.95,30216
INV-5367,2025-08-03,Lambda,Database,eu-west-1,16.57,35.53,79722
INV-9162,2025-08-03,EC2,Database,us-west-2,11.55,29.7,90871
INV-7385,2025-08-03,ECS,Database,us-east-1,0.33,4.31,15597
INV-3451,2025-08-03,S3,Database,us-east-1,66.2,98.77,54467
INV-4381,2025-08-03,EBS,Compute,ap-south-1,39.86,38.49,10134
INV-4714,2025-08-03,S3,Networking,ap-south-1,31.26,21.9,20771
INV-5676,2025-08-03,EBS,Networking,us-east-1,14.13,78.66,87940
INV-8966,2025-08-03,ECS,Compute,ap-south-1,55.4,41.82,90431
INV-6178,2025-08-03,RDS,Networking,eu-west-1,68.76,94.48,86796
INV-3273,2025-08-03,RDS,Storage,eu-west-1,17.94,61.38,17975
INV-7112,2025-08-03,Lambda,Networking,ap-south-1,38.25,99.12,86038
INV-1626,2025-08-03,EBS,Storage,eu-west-1,93.52,94.28,50556
INV-7717,2025-08-03,Lambda,Storage,us-west-2,48.25,60.81,67197
INV-3896,2025-08-03,RDS,Compute,us-west-2,7.08,23.14,90520
INV-9794,2025-08-03,ECS,Networking,us-east-1,7.09,22.13,86657
INV-7958,2025-08-03,RDS,Networking,us-west-2,43.49,77.98,66251
INV-2276,2025-08-03,RDS,Compute,us-west-2,8.56,5.88,45872
INV-1129,2025-08-03,RDS,Storage,eu-west-1,123.33,88.39,24965
INV-4516,2025-08-03,ECS,Compute,ap-south-1,30.06,99.49,64692
INV-4529,2025-08-03,ECS,Compute,ap-south-1,45.61,39.68,20639
INV-4746,2025-08-03,EBS,Compute,us-west-2,19.02,69.63,33627
INV-1896,2025-08-04,EC2,Networking,ap-south-1,30.64,81.6,53533
INV-5841,2025-08-04,EC2,Compute,us-east-1,18.61,22.46,44940
INV-6648,2025-08-04,EBS,Database,us-west-2,52.87,59.33,67733
INV-5801,2025-08-04,EC2,Compute,us-west-2,12.22,9.24,94873
INV-8118,2025-08-04,S3,Compute,ap-south-1,6.33,26.63,47221
INV-5555,2025-08-04,CloudFront,Storage,ap-south-1,127.62,88.89,22971
INV-8776,2025-08-04,ECS,Compute,eu-west-1,105.53,86.23,23525
INV-6677,2025-08-04,S3,Database,us-east-1,55.64,65.56,30007
INV-2720,2025-08-04,EC2,Compute,us-west-2,5.65,8.79,76142
INV-5657,2025-08-04,CloudFront,Compute,ap-south-1,15.93,37.33,72132
INV-5048,2025-08-04,CloudFront,Networking,us-east-1,55.65,72.37,77175
INV-7214,2025-08-04,S3,Storage,eu-west-1,3.03,8.2,12614
INV-7172,2025-08-04,Lambda,Storage,us-east-1,10.96,68.36,27095
INV-7046,2025-08-04,ECS,Compute,us-east-1,65.38,85.14,41720
INV-4938,2025-08-04,ECS,Database,eu-west-1,43.73,48.11,52056
INV-3370,2025-08-04,EC2,Networking,eu-west-1,45.73,82.49,10312
INV-2726,2025-08-04,Lambda,Compute,us-east-1,59.03,67.83,92068
INV-3263,2025-08-04,S3,Storage,eu-west-1,35.46,26.78,12719
INV-1367,2025-08-04,S3,Networking,eu-west-1,80.14,79.76,78231
INV-6688,2025-08-04,RDS,Database,ap-south-1,111.24,85.07,14583
INV-8417,2025-08-04,CloudFront,Storage,us-west-2,89.56,70.87,88364
INV-5707,2025-08-04,S3,Compute,ap-south-1,72.31,69.78,71068
INV-6172,2025-08-04,S3,Networking,ap-south-1,70.66,61.9,63435
INV-4623,2025-08-04,CloudFront,Database,eu-west-1,21.16,15.94,82368
INV-8118,2025-08-04,ECS,Storage,us-west-2,8.06,87.2,73056
INV-1088,2025-08-04,EBS,Compute,us-west-2,19.56,82.6,21842
INV-7387,2025-08-04,CloudFront,Compute,us-east-1,37.88,33.58,56508
INV-5314,2025-08-04,EBS,Compute,us-east-1,19.97,16.16,63482
INV-5023,2025-08-05,CloudFront,Compute,us-west-2,65.4,83.23,34635
INV-1598,2025-08-05,RDS,Database,eu-west-1,0.34,0.74,74287
INV-3667,2025-08-05,EBS,Storage,ap-south-1,90.91,61.73,93072
INV-3950,2025-08-05,S3,Storage,ap-south-1,26.98,63.22,58351
INV-2661,2025-08-05,S3,Compute,us-west-2,52.84,63.44,52609
INV-4732,2025-08-05,S3,Database,us-east-1,16.0,78.01,45591
INV-7418,2025-08-05,RDS,Networking,us-east-1,63.56,76.13,17352
INV-7319,2025-08-05,CloudFront,Storage,us-east-1,52.55,96.3,67263
INV-1240,2025-08-05,EC2,Storage,us-east-1,88.71,63.3,94404
INV-4066,2025-08-05,S3,Database,us-west-2,14.57,10.34,98369
INV-5992,2025-08-05,CloudFront,Compute,us-west-2,10.21,68.82,68942
INV-2792,2025-08-05,EC2,Networking,us-west-2,32.49,30.17,10039
INV-7104,2025-08-05,Lambda,Storage,us-west-2,6.11,6.83,93750
INV-2823,2025-08-05,RDS,Networking,ap-south-1,32.93,34.65,12494
INV-3862,2025-08-05,Lambda,Compute,us-east-1,6.14,4.67,90270
INV-6822,2025-08-05,ECS,Database,us-west-2,141.63,97.35,55130
INV-6042,2025-08-05,EC2,Storage,us-west-2,17.89,74.99,11187
INV-5307,2025-08-05,CloudFront,Storage,us-west-2,6.5,75.85,40566
INV-8566,2025-08-05,ECS,Database,us-west-2,1.2,2.31,27786
INV-4673,2025-08-05,S3,Compute,us-west-2,57.09,48.92,12583
INV-2373,2025-08-05,RDS,Compute,us-west-2,47.62,68.36,53833
INV-5330,2025-08-05,ECS,Networking,us-west-2,41.05,27.44,65040
INV-6858,2025-08-05,S3,Networking,eu-west-1,30.07,42.68,97611
INV-1428,2025-08-05,RDS,Database,us-east-1,19.78,16.45,53964
INV-4763,2025-08-05,EBS,Database,us-west-2,25.69,69.4,65877
INV-6657,2025-08-05,S3,Networking,us-east-1,8.64,8.33,35132
INV-5562,2025-08-05,RDS,Networking,us-east-1,29.22,65.49,99166
INV-4705,2025-08-06,S3,Storage,ap-south-1,25.58,95.09,49547
INV-6549,2025-08-06,S3,Networking,us-east-1,61.4,43.29,75782
INV-5647,2025-08-06,CloudFront,Storage,ap-south-1,41.02,42.03,70486
INV-2141,2025-08-06,Lambda,Compute,ap-south-1,17.82,39.82,31539
INV-6441,2025-08-06,RDS,Database,ap-south-1,63.32,98.4,61361
INV-2492,2025-08-06,ECS,Compute,us-east-1,34.29,89.42,75844
INV-5634,2025-08-06,S3,Compute,ap-south-1,2.04,21.39,66213
INV-5117,2025-08-06,Lambda,Compute,us-east-1,38.1,65.2,80632
INV-7712,2025-08-06,EBS,Storage,us-east-1,63.64,86.45,13301
INV-8992,2025-08-06,EC2,Database,eu-west-1,30.89,96.82,79750
INV-6635,2025-08-06,EBS,Database,ap-south-1,102.18,86.88,54479
INV-3020,2025-08-06,S3,Networking,us-west-2,98.32,77.12,60124
INV-1278,2025-08-06,Lambda,Storage,us-west-2,72.93,76.13,40867
INV-9736,2025-08-06,S3,Compute,us-west-2,1.28,13.21,10184
INV-4612,2025-08-06,EC2,Storage,eu-west-1,86.95,92.09,82440
INV-1554,2025-08-06,EC2,Networking,us-west-2,59.61,79.67,19939
INV-7015,2025-08-06,CloudFront,Compute,ap-south-1,2.74,11.82,95563
INV-2850,2025-08-06,S3,Database,us-west-2,46.23,68.59,23259
INV-4924,2025-08-06,S3,Database,ap-south-1,15.36,20.13,72835
INV-3257,2025-08-06,CloudFront,Compute,eu-west-1,5.82,6.51,35353
INV-1765,2025-08-06,EC2,Storage,us-east-1,32.54,26.97,83819
INV-7822,2025-08-07,Lambda,Compute,ap-south-1,22.09,31.11,80612
INV-5887,2025-08-07,CloudFront,Database,eu-west-1,0.2,1.26,18228
INV-7985,2025-08-07,Lambda,Compute,eu-west-1,29.32,39.31,53114
INV-4620,2025-08-07,S3,Storage,ap-south-1,28.39,60.04,66840
INV-1851,2025-08-07,EC2,Storage,us-east-1,90.19,69.53,19431
INV-7850,2025-08-07,S3,Storage,us-west-2,8.38,78.01,64819
INV-6862,2025-08-07,S3,Storage,ap-south-1,9.72,48.1,20408
INV-3773,2025-08-07,CloudFront,Database,us-east-1,35.95,24.28,70809
INV-8227,2025-08-07,CloudFront,Storage,eu-west-1,11.09,14.34,51607
INV-4945,2025-08-07,RDS,Networking,us-east-1,66.09,61.85,93819
INV-7977,2025-08-07,EC2,Compute,us-west-2,3.59,56.01,60044
INV-9936,2025-08-07,EBS,Networking,eu-west-1,26.19,32.71,20208
INV-8617,2025-08-07,CloudFront,Database,us-west-2,4.96,8.88,86425
INV-9724,2025-08-07,RDS,Database,ap-south-1,0.56,3.42,47242
INV-8231,2025-08-07,RDS,Storage,us-east-1,9.64,39.75,58506
INV-9705,2025-08-07,CloudFront,Database,ap-south-1,59.62,56.8,39092
INV-8578,2025-08-07,CloudFront,Compute,ap-south-1,27.24,80.08,51817
INV-9515,2025-08-07,EC2,Storage,ap-south-1,3.39,16.83,40199
INV-8560,2025-08-07,ECS,Storage,us-east-1,68.42,63.68,31408
INV-5376,2025-08-07,EBS,Database,eu-west-1,4.59,3.26,89247
INV-6050,2025-08-07,S3,Storage,eu-west-1,4.42,5.29,91608
INV-9962,2025-08-07,ECS,Networking,eu-west-1,93.14,70.94,82527
INV-6165,2025-08-07,RDS,Networking,ap-south-1,86.62,71.44,67787
INV-7085,2025-08-07,ECS,Storage,eu-west-1,41.88,34.01,50027
INV-5346,2025-08-07,S3,Database,us-east-1,10.91,8.1,25378
INV-7893,2025-08-08,CloudFront,Storage,us-east-1,67.68,54.8,34635
INV-1581,2025-08-08,CloudFront,Compute,eu-west-1,44.53,45.29,26132
INV-2530,2025-08-08,EC2,Compute,ap-south-1,58.53,52.69,94337
INV-4247,2025-08-08,Lambda,Database,eu-west-1,1.13,8.25,82616
INV-6583,2025-08-08,RDS,Storage,eu-west-1,6.97,24.79,25764
INV-3475,2025-08-08,S3,Database,eu-west-1,32.07,87.19,24661
INV-9253,2025-08-08,S3,Storage,eu-west-1,52.55,97.59,78987
INV-6662,2025-08-08,ECS,Networking,ap-south-1,21.86,18.29,71210
INV-5092,2025-08-08,EC2,Networking,ap-south-1,50.9,65.9,16213
INV-5775,2025-08-08,Lambda,Database,us-west-2,60.74,55.58,79757
INV-5786,2025-08-08,S3,Database,eu-west-1,34.26,22.92,38405
INV-3952,2025-08-08,S3,Database,ap-south-1,96.79,97.48,78604
INV-9318,2025-08-08,RDS,Storage,eu-west-1,20.76,20.03,62581
INV-1592,2025-08-08,EBS,Compute,us-east-1,0.69,7.31,47416
INV-6031,2025-08-08,ECS,Storage,ap-south-1,18.63,25.84,45835
INV-8612,2025-08-08,CloudFront,Database,us-west-2,95.91,86.84,22395
INV-6668,2025-08-08,EC2,Database,eu-west-1,49.56,74.3,27320
INV-4160,2025-08-08,CloudFront,Database,ap-south-1,20.38,34.66,97074
INV-6258,2025-08-08,CloudFront,Compute,ap-south-1,10.68,98.77,22833
INV-5443,2025-08-08,S3,Database,ap-south-1,77.1,86.72,65097
INV-7932,2025-08-08,ECS,Compute,ap-south-1,48.38,43.92,22116
INV-7920,2025-08-08,EBS,Compute,eu-west-1,64.14,48.72,63525
INV-3712,2025-08-08,Lambda,Networking,us-east-1,59.59,90.08,29782
INV-7760,2025-08-08,EBS,Storage,ap-south-1,25.23,27.76,13270
INV-7353,2025-08-08,RDS,Storage,us-west-2,32.44,91.25,72751
INV-5766,2025-08-08,CloudFront,Networking,ap-south-1,60.2,62.33,27249
INV-5682,2025-08-08,EC2,Database,ap-south-1,17.66,73.34,14368
INV-9400,2025-08-08,EC2,Storage,ap-south-1,97.97,71.61,61308
INV-5080,2025-08-08,S3,Storage,ap-south-1,7.12,18.05,89967
INV-6286,2025-08-09,CloudFront,Storage,us-east-1,30.35,97.14,45020
INV-3397,2025-08-09,RDS,Compute,ap-south-1,65.27,85.45,53884
INV-4155,2025-08-09,CloudFront,Compute,ap-south-1,32.55,24.8,19227
INV-7287,2025-08-09,RDS,Database,ap-south-1,35.52,44.59,60424
INV-4717,2025-08-09,RDS,Compute,us-east-1,32.74,35.99,68997
INV-7747,2025-08-09,CloudFront,Storage,ap-south-1,10.14,16.44,32242
INV-5547,2025-08-09,EBS,Storage,eu-west-1,41.13,96.94,49887
INV-3790,2025-08-09,S3,Compute,us-west-2,34.27,65.71,76675
INV-1605,2025-08-09,ECS,Networking,us-west-2,18.55,77.37,91078
INV-5779,2025-08-09,CloudFront,Database,eu-west-1,68.67,96.99,30261
INV-2580,2025-08-09,EBS,Storage,ap-south-1,3.71,23.68,58528
INV-7871,2025-08-09,CloudFront,Networking,us-west-2,13.71,17.06,82000
INV-7752,2025-08-09,EBS,Networking,us-east-1,42.28,33.77,53909
INV-8691,2025-08-09,EBS,Networking,ap-south-1,17.72,43.15,11182
INV-1980,2025-08-09,ECS,Storage,us-east-1,66.37,61.75,77094
INV-2870,2025-08-09,ECS,Storage,us-west-2,4.92,16.79,64918
INV-9118,2025-08-09,RDS,Compute,eu-west-1,4.2,3.76,32053
INV-8834,2025-08-09,Lambda,Database,us-west-2,49.02,66.41,36641
INV-9379,2025-08-09,CloudFront,Database,ap-south-1,102.85,84.43,28464
INV-8694,2025-08-09,CloudFront,Database,us-west-2,76.68,58.58,50048
INV-7390,2025-08-09,CloudFront,Storage,ap-south-1,4.39,20.66,28612
INV-8760,2025-08-09,EBS,Networking,eu-west-1,3.59,27.05,52779
INV-6450,2025-08-09,Lambda,Compute,us-east-1,74.85,53.16,51687
INV-8950,2025-08-09,ECS,Storage,us-west-2,0.92,4.03,78646
INV-2724,2025-08-09,RDS,Database,eu-west-1,63.56,45.27,29301
INV-8625,2025-08-09,RDS,Networking,us-west-2,24.88,31.68,22115
INV-4390,2025-08-09,EBS,Networking,us-east-1,1.13,4.25,87204
INV-6988,2025-08-09,EBS,Networking,us-west-2,143.0,98.66,35005
INV-9712,2025-08-09,RDS,Networking,ap-south-1,0.84,0.59,11511
INV-3413,2025-08-10,ECS,Storage,eu-west-1,83.68,63.95,33898
INV-6294,2025-08-10,CloudFront,Storage,ap-south-1,36.32,45.53,48454
INV-1794,2025-08-10,S3,Networking,us-west-2,49.77,48.94,69532
INV-9791,2025-08-10,RDS,Database,ap-south-1,1.31,14.05,38902
INV-3034,2025-08-10,ECS,Networking,us-east-1,33.08,30.86,50032
INV-7284,2025-08-10,Lambda,Storage,us-east-1,20.81,20.27,31212
INV-8623,2025-08-10,Lambda,Compute,us-west-2,18.06,96.99,19540
